videoId,title,description,publishedAt,channelId,channelTitle,thumbnails,duration,definition,caption,licensedContent,dimension,viewCount,likeCount,dislikeCount,favoriteCount,unique_id,video_url,logViewCount,performance
Eh8zcSixDKs,Smart Manufacturing Episode #1 - The road to digitalization: Nitrex success story,"""Nitrex is a global provider of fully integrated heat-treating solutions and technologies. The company sought to improve product and customer service to differentiate from competitors and gain market share. For that, Nitrex needed to optimize scrap rate to reduce associated costs, improve flow control and OEE. In addition, the project was complicated by the requirement to coordinate with a high number of brownfield installations and teams across multiple locations.

Nitrex worked with Syntax, an AWS Partner, to map their digital transformation journey and optimize business results. The recommended solution included process and machine data analytics using industrial IoT cloud solutions running on AWS services and integrated with SAP.

In this session, hear an overview of the full project’s cycle, from gathering requirements to the different stages, implementations, and management change adoptions that were needed to be successful. Attendees will gain an understanding of the Nitrex digital transformation journey, business outcomes, and next steps.""

Learning Objectives:
        * Objective 1 - Hear how Nitrex improved their operational efficiency.
        * Objective 2 - Dive into the use case to understand Nitrex’s digital transformation journey.
        * Objective 3 - Identify how solutions can be deployed to realize business value for Industrial IoT projects.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/iot-sitewise/


To download slides visit: https://pages.awscloud.com/Smart-Manufacturing-Episode-1-The-road-to-digitalization-Nitrex-success-story_2022_0410-IOT_OD.html Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-04-21 17:00:07+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/Eh8zcSixDKs/hqdefault.jpg,0:49:20,hd,True,False,2d,569,4,0,0,18620,https://www.youtube.com/watch?v=Eh8zcSixDKs,6.345636360828596,Bottom Quartile
dDK57UfRgIw,Smart Manufacturing Episode #2 - How IoT can increase manufacturing productivity,"Industrial companies from all around the world are embracing digital transformation to leverage productivity. However the complexity of industrial environments can be very challenging. Join this episode to understand how technology can leverage financial gains and how the right architecture can reduce the total cost of ownership of these projects, avoiding the traps of custom code, and integrating IT, OT and Cloud.

Learn about Pirelli’s implementation with Telit, an AWS Partner, to enable the high-volume collection of complex machine data, orchestrate time series data, and integrate data into the AWS Enterprise Data Platform. The solution enabled intra- and inter-factory services at Pirelli which improved their access to data, operational intelligence, and identify execution actions landscape.

Learning Objectives: 
* Objective 1: Hear how Pirelli improved their access to data to address OEE.
* Objective 2: Dive into the use case to understand Pirelli’s focus on improving industrial business processes with data.
* Objective 3: Identify how solutions can be deployed to realize business value for Industrial IoT projects.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/iot-sitewise/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-04-28 17:00:16+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/dDK57UfRgIw/hqdefault.jpg,0:45:08,hd,True,False,2d,510,6,0,0,18615,https://www.youtube.com/watch?v=dDK57UfRgIw,6.236369590203704,Bottom Quartile
ZTRtno7rICg,Understanding the Total Economic Impact of a Fully Managed DaaS Service - AWS Online Tech Talks,"The surge towards remote working during the COVID-19 pandemic has driven organizations that historically invested in on-premises virtual desktop infrastructure (VDI) to explore cloud-hosted desktops, desktop as a service (DaaS), and hybrid models to deliver virtual end-user computing. In this webinar AWS and guest Forrester explain the return-on-investment when adopting a fully managed DaaS service based on a commissioned research study of 4 current Amazon WorkSpaces customers conducted by Forrester Consulting on behalf of Amazon Web Services.

Learning Objectives: 
* Objective 1: Understanding the business value of migrating on-prem VDI solutions to the cloud.
* Objective 2: Understanding how AWS has helped existing customers adopt next generation cloud infrastructure.
* Objective 3: Understanding how AWS EUC solutions, including Amazon WorkSpaces is a great choice to support a VDI cloud migration strategy.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/workspaces/getting-started/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-05-19 19:00:11+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/ZTRtno7rICg/hqdefault.jpg,0:43:38,hd,True,False,2d,577,4,0,0,18604,https://www.youtube.com/watch?v=ZTRtno7rICg,6.359573868672378,Bottom Quartile
p5FuQXpVwq4,Faster Data Preparation for Machine Learning with Data Wrangler - AWS Online Tech Talks,"Using low-code machine learning (ML) tools, you can increase the speed and lower the cost of creating ML models. In this webinar, we will go over Amazon SageMaker low-code / no-code ML tools for data scientists that can help expedite all the ML workflow. We will then dive deep into how to do exploratory data analysis and feature engineering with a few clicks leveraging Amazon SageMaker Data Wrangler.

Learning Objectives: 
* Objective 1: Explore low-code options for data preparation including 300 built-in data transformations
* Objective 2: Learn how to use pre-built ML solutions that you can deploy with just a few clicks
* Objective 3: Understand how to use AutoML to automatically explore different models to find the best one for your data

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/sagemaker Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-05-23 17:00:28+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/p5FuQXpVwq4/hqdefault.jpg,0:52:39,hd,False,False,2d,685,15,0,0,18602,https://www.youtube.com/watch?v=p5FuQXpVwq4,6.530877627725885,Bottom Quartile
pRv6DNEx4hA,AWS Founders Club Teaser for Founders and Investors Round Table,"AWS round table hosted founders and investors who shared their successes and failures. Join the webinar to get a sneak peak into their symbiotic relationship. Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-01 09:38:24+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/pRv6DNEx4hA/hqdefault.jpg,0:01:17,hd,False,False,2d,487,4,0,0,18594,https://www.youtube.com/watch?v=pRv6DNEx4hA,6.1903154058531475,Bottom Quartile
zCIuH6D1h0g,Why Startups Use AWS for AI and Data Workloads - AWS Online Tech Talks,"Startups are challenges with resources to support data and AI/ML workloads. Leveraging AWS services like Redshift, Sagemaker, and AI services however can help startups to remove the undifferentiated heavy lifting in order to focus on building a scaleable business. In this talk, our Global Startup Adovcate will share what services AWS offers to support data and AI/ML workloads, how startups are building faster on AWS, and startup programs that can help accelerate their growth.

Learning Objectives: 
* Objective 1: Understand basics of data and AI/ML services offered by AWS.
* Objective 2: Learn examples of real-life applications of using AWS services.
* Objective 3: Discover programs by AWS built specifically for startups to help them grow and scale.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/activate/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-14 17:00:35+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/zCIuH6D1h0g/hqdefault.jpg,0:41:17,hd,True,False,2d,391,12,0,0,18588,https://www.youtube.com/watch?v=zCIuH6D1h0g,5.971261839790462,Bottom Quartile
-3t7j_Aov3M,"How Blueair (Unilever brand) went from idea to product on market within a year, using AWS IoT","To achieve the global scalability necessary to support a growing number of connected devices around the world, Blueair rapidly developed and deployed its HealthProtect product line using an IoT system on Amazon Web Services (AWS). Building on AWS enables enhanced security and privacy for Blueair’s customers and supports releases of new and upgraded features so that every air purifier continues to deliver value throughout its life span. “Freedom to breathe clean, healthy air as nature intended is our promise to consumers,” says Johan Alvenberg, Head of IoT at Blueair. “By proactively monitoring the air quality and ensuring 24/7 protection against harmful pollutants, we are doing just that. For the tech savvy we have also added smart, premium usability and functions.”

Learning Objectives: 
* Objective 1: Hear how Blueair (Unilever brand) adapted and scaled globally their connected IoT devices and transformed their business within a year.
* Objective 2: Dive into the use case to understand Blueair (Unilever brand) focus on improving Connected devices and enriching customers life with smart features.
* Objective 3: Identify how solutions can be deployed to realize business value for Connected IoT devices.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/iot-core/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-16 19:00:00+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/-3t7j_Aov3M/hqdefault.jpg,0:36:18,hd,True,False,2d,331,3,0,0,18581,https://www.youtube.com/watch?v=-3t7j_Aov3M,5.805134968916488,Bottom Quartile
--7iu1rcRU4,Strengthening and Streamlining COVID Compliance Verification - AWS Online Tech Talk,"The COVID-19 pandemic has forced organizations to require proof of vaccination and negative test results based on regularly changing guidelines. In this Tech Talk we will share details of how CloudHSM can be used to deploy a digital solution for verifying proof of vaccination and negative test results.. This Tech Talk will cover how CloudHSM can be used to create a QR code with an embedded digital signature of proof of vaccination and negative test results. It will demonstrate how the QR code can be scanned with a mobile device and validate the digital signature with a form of identification (i.e. driver’s license or passport).

Learning Objectives: 
* Objective 1: Customers understand an applications for CloudHSM due to COVID-19 mandates.
* Objective 2: Customers understand a technical implementation of CloudHSM.
* Objective 3: Helping customers understand when to use CloudHSM vs alternative services such as KMS.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/cloudhsm/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-20 17:00:00+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/--7iu1rcRU4/hqdefault.jpg,0:19:53,hd,True,False,2d,183,4,0,0,18579,https://www.youtube.com/watch?v=--7iu1rcRU4,5.214935757608986,Bottom Quartile
FvyEaX6Rm1E,Break Down Data Silos and Analyze Across All Your Data with Amazon Redshift Data Sharing,"Data that you need for insights is not just growing in volume, but also getting more diverse (log data, click stream, voice, video). It often sits in various data silos, even third party organizations. Users across departments, organizations and regions expect to work on transactionally consistent data; however the process of transforming the data across these silos is fraught with issues like data duplication and loss, inconsistencies, inaccuracies, delay as data moves and network bottlenecks. Amazon Redshift provides deep integration into the AWS data ecosystem, across data lakes and purpose built data stores, and delivers on data sharing capabilities. Learn how to cut down your time to insights to minutes, instead of weeks and months, with Amazon Redshift data sharing capabilities, how it works, and use cases we are seeing among our customers.

Learning Objectives: 
* Objective 1: Learn about Redshift's data sharing capabilities and become an expert in data sharing use cases, how to share and access live data in a secure way without data movement or data copying.
* Objective 2: Get an understanding of how Amazon Redshift helps you break through data silos and enable data sharing across regions and accounts.
* Objective 3: Learn how the Amazon Redshift integration with AWS Data Exchange works and how you can find, subscribe to, and combine your first party data with third party data for application development, business dashboarding, and predictive analytics.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/redshift Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-21 17:00:09+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/FvyEaX6Rm1E/hqdefault.jpg,0:50:12,hd,True,False,2d,368,10,0,0,18575,https://www.youtube.com/watch?v=FvyEaX6Rm1E,5.910796644040527,Bottom Quartile
MjNgKX8DERY,Reduce costs and modernize IT by migrating your data archives to the cloud - AWS Online Tech Talks,"All businesses today are experiencing exponential data growth regarding the volume of data collected, created, and stored. Making sure you have the capacity and tools to store that data, all while keeping it secure and accessible to those who need it is a recurring challenge we hear from companies of all sizes. In this session, learn how to optimize your resources and storage costs by migrating your data to the cloud for data archival and digital preservation.

Learning Objectives: 
* Objective 1: Understand the variable cloud economics.
* Objective 2: Learn how to reduce cost and preserve your data by storing archive data in the cloud.
* Objective 3: Learn what services to use for starting your migration to the cloud.

***To learn more about the services featured in this talk, please visit: https://amer.resources.awscloud.com/storage-backup-restore Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-22 19:00:07+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/MjNgKX8DERY/hqdefault.jpg,0:33:57,hd,True,False,2d,314,3,0,0,18571,https://www.youtube.com/watch?v=MjNgKX8DERY,5.752572638825633,Bottom Quartile
UZ55OVW_8lg,Democratizing Data Insights with Amazon QuickSight Embedded Dashboards - AWS Online Tech Talks,"Discover how you can bring data insights to the forefront for customers, partners, and internal teams, by seamlessly embedding rich, interactive data visualizations and dashboards into your web applications and portals. In this session, we’ll show you how to connect to your data from Amazon RDS, Amazon Athena, Amazon S3, Amazon Redshift and many others, and use the QuickSight API to tie it all together. Plus, we’ll share modern ways to allow users to interact with data using natural language search and ML to see root causes, consider forecasts, evaluate risks, and make well-informed, justifiable decisions.

Learning Objectives: 
* Objective 1: Learn how QuickSight embedded analytics can seamlessly integrate into custom applications and portals, creating data-driven differentiation for end users.
* Objective 2: Connect QuickSight to any data source, and use QuickSight APIs to display custom dashboards and visualizations.
* Objective 3: Explore modern, ML-powered BI capabilities that can help you make better data-driven decisions.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/quicksight/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-23 17:00:18+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/UZ55OVW_8lg/hqdefault.jpg,0:39:36,hd,True,False,2d,632,6,0,0,18569,https://www.youtube.com/watch?v=UZ55OVW_8lg,6.450470422144176,Bottom Quartile
g_CLmTkF94k,What is SQL Server EOS and what are my cloud options?,"Microsoft SQL Server 2012 is coming to its end of support (EOS) on July 12, 2022. Microsoft will no longer provide patches or security updates after the EOS date, which may cause security and compliance issues and expose your applications to security risks.


In this video, we are going to talk about what is SQL Server EOS, what it means to your operations and how to manage it. We will walk you through the options AWS provides to help you migrate and modernize your SQL Server workloads.


Learning Objectives: 
* Objective 1: What is SQL Server end of support, and what it means to your operations.
* Objective 2: Why AWS is the best cloud to run and modernize SQL Server workloads.
* Objective 3: What options do you have when migrating and modernizing with AWS.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/sql/sql-eos/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-06-29 16:39:33+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/g_CLmTkF94k/hqdefault.jpg,0:24:45,hd,True,False,2d,710,12,0,0,18564,https://www.youtube.com/watch?v=g_CLmTkF94k,6.566672429803241,Bottom Quartile
F6uLCCWFihQ,Optimize your industrial operations at the edge with computer vision - AWS Online Tech Talks,"Computer vision (CV) can be a powerful tool to automate tasks that have traditionally required human inspection, such as evaluating manufacturing quality, improving supply chain logistics, and optimizing traffic management. In this Tech Talk, learn how AWS customers are improving their industrial operations with computer vision, and how you can get started quickly with AI services from AWS.

Learning Objectives: 
* Objective 1: Discover how you can use computer vision to automate manual inspection tasks, even at the edge.
* Objective 2: Learn about purpose-built CV services from AWS, such as Amazon Lookout for Vision and AWS Panorama.
* Objective 3: Hear how customers are working with AWS Partners to build CV applications quickly.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/industrial/machine-learning Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-07-27 21:00:16+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/F6uLCCWFihQ/hqdefault.jpg,0:31:19,hd,True,False,2d,398,7,0,0,18543,https://www.youtube.com/watch?v=F6uLCCWFihQ,5.988961416889864,Bottom Quartile
hZn5fWTIim0,Deliver application resilience with AWS,"Digital resilience is built on application and data resilience. Join Bill Platt, General Manager, Migration Services to proactively protect on-premises and cloud-based applications with scalable, cost-effective cloud services from AWS, including AWS Elastic Disaster Recovery and AWS Resilience Hub. Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-08-12 21:02:39+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/hZn5fWTIim0/hqdefault.jpg,0:11:26,hd,True,False,2d,736,18,0,0,18538,https://www.youtube.com/watch?v=hZn5fWTIim0,6.602587892189336,Bottom Quartile
GoW1t8efDpw,Run your Code With Less Effort - AWS Online Tech Talks,"AWS Lambda is a serverless compute service that runs your code in response to
events and automatically manages the underlying compute resources for you. In this demo, you will learn how to bootsrap a new project, configure your environment, create, deploy and run a sample serverless application with AWS Lambda. You also will learn about flexible compute options provided by Lambda runtime.

Learning Objectives: 
* Objective 1: Learn how to Build custom back-end services.
* Objective 2: Learn how to run code on high availability compute infrastructure and performs the administration functions of your compute resources.
* Objective 3: Learn how to Build event-driven functions for easy communication between decoupled services.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/developer/events/?developer-center-activities-cards.sort-by=item.additionalFields.startDateTime&developer-center-activities-cards.sort-order=asc&awsf.event-type=*all&awsf.series=*all&awsf.location=*all Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-08-18 17:00:17+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/GoW1t8efDpw/hqdefault.jpg,0:52:03,hd,True,False,2d,450,9,0,0,18530,https://www.youtube.com/watch?v=GoW1t8efDpw,6.111467339502679,Bottom Quartile
fHt0_cS_-5A,"Episode 1 - Accounts, Access, and Audit trails - AWS Virtual Workshop","Starting with the right foundations helps ensure that your cloud migration delivers on the promise of business value. In this episode we will describe the importance of a good multi-account strategy and walk through patterns for organizing your AWS accounts and establishing access for your application teams. We will also review patterns for creating centralized audit trails. 

Learning Objectives: 
* Objective 1: Understand the breadth of AWS governance capabilities.
* Objective 2: Learn how to build foundational governance capability for your organization.
* Objective 3: Gain expertise to organizing your AWS environment, managing access in a multi-account environment, and simplifying the implementation of audit trails.

***To learn more about the services featured in this talk, please visit: https://aws.amazon.com/organizations/ Subscribe to AWS Online Tech Talks On AWS: 
https://www.youtube.com/@AWSOnlineTechTalks?sub_confirmation=1

Follow Amazon Web Services:
Official Website: https://aws.amazon.com/what-is-aws 
Twitch: https://twitch.tv/aws
Twitter: https://twitter.com/awsdevelopers
Facebook: https://facebook.com/amazonwebservices 
Instagram: https://instagram.com/amazonwebservices

☁️ AWS Online Tech Talks cover a wide range of topics and expertise levels through technical deep dives, demos, customer examples, and live Q&A with AWS experts. Builders can choose from bite-sized 15-minute sessions, insightful fireside chats, immersive virtual workshops, interactive office hours, or watch on-demand tech talks at your own pace. Join us to fuel your learning journey with AWS.

#AWS",2022-08-24 17:30:08+00:00,UCT-nPlVzJI-ccQXlxjSvJmw,AWS Developers,https://i.ytimg.com/vi/fHt0_cS_-5A/hqdefault.jpg,1:02:02,hd,True,False,2d,708,19,0,0,18521,https://www.youtube.com/watch?v=fHt0_cS_-5A,6.5638555265321274,Bottom Quartile
